id,text,target
3970,"Inside, the observatorys founder and lead astronomer, Gary Fildes, speaks to his colleagues and volunteers. The team discusses that they might see the northern lights but Fildes doesnt think they will. Instead, they decide to use their powerful telescopes to look at Jupiter and Venus and, later, to find stars such as Capella and Betelgeuse. An extra attraction is the appearance of the International Space Station.",0.1
3646,"Theres life out there We usually only see clouds and other planes from a flying aircrafts window, but the air is full of bacteria  1,800 different types of bacteria.",0.1
2576,"Inventing new technology is only half the battle, though. More difficult still could be navigating the legal permissions to copy and store software before it dies. When IT companies go out of business, or stop supporting their products, they may sell the rights on, making it a nightmarish task to get approval. To do this properly, the rights of preservation might need to be incorporated into our thinking about things like copyright and patents and licensing. Were talking about preserving them for hundreds to thousands of years, said Cerf.",0.8
5516,"When he was asked where he and his brothers fascination with helicopters came from, he said, Probably the fact that you can only fit a certain number of people in a helicopter, therefore no one can follow us, like you guys.",0.5
6608,"This might be why, he adds, the traditional nine to  ve is so ingrained; bosses control working hours and many of them are in their mid-50s and older so it is best for them. So, should workplaces have staggered starting times, too? Should those in their 50s and above come in at 8am, while those in their 30s start at 10am and the teenage apprentice be encouraged to start at 11am? Kelley says that synchronized hours could have many positive consequences. The positive side of this is peoples performance, mood and health will improve. Its very uplifting because its a solution that will make people less ill, and happier and better at what they do.",0.5
8467,"Feinstein said the bill would also make a number of improvements to transparency and checks on the NSA  for example, someone who accesses data acquired under the Foreign Intelligence Surveillance Act (FISA) by the United States without permission could spend up to ten years in prison. There would also be a limit on the number of contacts an analyst can receive in response to a request for bulk communication records.",0.5
2058,Conservative MP Andrew Percy has asked for a change in the law that would give restaurant staff more control over tips. He said he plans to raise the issue in parliament.,0.5
1659,"But, perhaps its also because numbers in a non-native language are often heard out of context or in isolation, when the listener might have switched off from the foreign language and be unable to suddenly tune in. A straw poll of multilingual friends found that many can be fl orid in French or Italian when ordering from a restaurant menu, for example, but freeze if they have to relay numbers, especially over the phone. Numbers seem to be taxing, but no one could really say why.",0.8
212,"But, perhaps it’s also because we often hear numbers in a non-native language out of context. You may stop listening to the foreign language and suddenly be unable to understand. I talked to multilingual friends and they said that they are fl uent in French or Italian when ordering from a restaurant menu, for example, but freeze if they have to say numbers, especially over the phone. Numbers seem to be diffi cult, but no one could say why.",0.1
8478,"Another Democratic member of the committee, Ron Wyden, said the bill maintains business as usual and remains far from anything that could be considered meaningful reform. Feinstein defended the NSA bulk collection programme, but said there was a need to rebuild public trust. The NSA call-records programme is legal and subject to extensive congressional and judicial oversight, and I believe it contributes to our national security, she said in a statement. But more can, and should, be done to increase transparency and build public support for privacy protections in place.",0.8
8914,"He arrived  in his own words, in 2005  as a simple, humble worker in Gods vineyard. And on a grey, cold, blustery Monday in February, Pope Benedict XVI signed off in the same fashion: like an elderly labourer who can no longer ignore the pains in his back; who can no more count on the strength of his arms. Characteristically for this most traditionally minded of pontiffs, he made his excuses in Latin. The first German pope in modern times timed his departure to the minute. From 28 February 2013, at 20.00 hours, he told a gathering of cardinals in the Vatican, the see of Rome, the see of Saint Peter, will be vacant and a conclave to elect the new supreme pontiff will have to be convoked by those whose competence it is.",0.8
2311,"Its hard to say how much I earned a shift; maybe around 40. It can make a massive change to your weekly  nances. Sometimes, the waiters needed a good night to pay their rent.",0.5
8249,"Yet, just as McDonalds has been losing the customers who will pay a bit more for food they think is fresher and healthier, it has also lost its edge in fast-food essentials: speedy service at low prices. Ever since it introduced $2 items on its dollar menu, it has gained a reputation for being more expensive than its rivals, while many consumers complain that service is slower.",0.5
5108,"In Soweto, people gathered to sing and dance near the house where he once lived. They sang songs from the anti-apartheid struggle. Some people were wrapped in South African flags and the green, yellow and black colours of Mandelas party, the African National Congress (ANC)",0.5
1142,"A degree in Spanish got me my fi rst job as a journalist, with an international press agency in Mexico City, but it didn’t stop me from making mistakes as a young reporter.",0.5
286,"One night, a Mexican colleague told me that a gunman was holding the American consul hostage in his offi ce in the port city of Veracruz. There was no senior English-speaking reporter in the offi ce, so they asked me to try to call the consulate. I got the phone number wrong and I was put through to another phone somewhere else in the building. I knew straight away who the person was: I talked for 15 minutes to the gunman. He didn’t put away his gun as a result of his conversation with me – but my reputation as a reporter rose instantly.",0.1
4259,"There has been increased security since the bombing of the national security crisis cell in July 2012, when four of Assads most senior aides were killed. Concrete blast barriers  often painted in the Syrian flags black, red and white  now protect official buildings, not just the military or defence installations that are obvious targets. The Iranian Embassy in Mezze now looks like a fortress. The regime did manage to set up a ring of steel round Damascus, a foreign diplomat said. He added that there are now holes in that ring of steel and that brings home the reality of the war.",0.5
7141,"The real Downton Abbey is Highclere Castle  a stately home owned by George Herbert, 8th Earl of Carnarvon. At Highclere Castle, they have more money than before. Lady Fiona Carnarvon says that the huge success of Downton all around the world has paid for building repairs at the castle.",0.1
7861,"He draws a diagram of the hierarchy on a pad. When you arrest the top guy, people start fighting for position all the way up. Who was the most loyal? Who had the most respect? It is a bit like a family. They are more likely to act out, through violence. It means that the arrest of the gang leaders has been nullified because it has not had a long-term effect. They have not even given the community a respite.",0.8
9614,The idea for FemAle arose after the women kept bumping into each other at beer festivals.,0.8
6971,"Professor Steven Sherwood, at the University of New South Wales in Australia, who led the research, said that their work was new in two ways. First, it found what controls the cloud changes and, second, it did not accept the lowest estimates of future global warming; it believed the higher, more damaging estimates.",0.1
8363,"In all, the park could support around 45,000 permanent jobs. In addition, people around the world could know that the park is well managed and is safe for future generations, says the report.",0.5
1156,"In my case, being numerically challenged in a foreign tongue followed me from Mexico to other countries and from Spanish to German and Portuguese. But, in that fi rst journalism job, getting the numbers wrong didnt always add up to failure.",0.8
4716,"UK Sport could not say if a disproportionate majority of the 1,300 athletes across 47 sportsit funds were born in November and October. Natalie Dunman, its head of performance, said that while the differences highlighted in the new  ndings were borne out by teenagers competing in junior-level competitions, they had disappeared by the time sportspeople were taking part inadult competitions. She said: With elite, senior athletes, there are many factors that makea champion and our work hasnt uncovered anything to suggest that month of birth is one of the key ingredients.",0.5
7469,"In 2014, the retailer also spent 7m on a campaign featuring a realistic animated penguin and a young boy playing together to the tune of John Lennons Real Love, sung by British singer-songwriter Tom Odell. It had drummed up 22m views on YouTube by the first week of January, ahead of the 16.6m clocked by Sainsburys ad featuring First World War soldiers sharing a bar of chocolate, the UKs next most popular ad of 2014.",0.8
9004,"Weve also looked at other causes of the pay gap, such as having to juggle work and family.",0.1
8948,"There are several knock-on consequences ofa noisy marine environment. Whales may haveto group together more closely in order to hear each other. And, should they fail to  nd prey as effectively, they will need to use up their stores of excess blubber. This is problematic as this blubber often contains manmade pollutants that are toxic to whales if released fully into their systems.",0.8
8138,"Although smartphone minutes have doubled in a year, to 69 a month, that growth may not compensate for dwindling desktop usage.",0.5
7298,"In the centres courtyard, tech-savvy millennials lounge throughout the day in wicker chairs beneath a white canopy or just outside when its packed, tapping away on laptops and tablets or glued to their smartphones.",0.8
1076,"In my case, my problems with numbers in a foreign language followed me from Mexico to other countries and from Spanish to German and Portuguese. But, in that fi rst journalism job, getting the numbers wrong didn’t always add up to failure.",0.5
8640,"The crisis has been particularly hard on people under 40, who often do two or three jobs to make ends meet and still feel they cant afforda family. Young people fear they are losing their contemporaries in an exodus to match the one that scattered their grandparents friends to America, Australia and Canada. What is the future for our generation? said Katerina Fikari, who feels she is extremely lucky to work for the local government in Lemnos. If you work only to pay your bills, how can you have dreams for your future?",0.8
5572,"A few months before he died, Carl Sagan recorded a message of hope to would-be Mars explorers, telling them: Whatever the reason youre on Mars is, Im glad youre there. And I wish I was with you.",0.8
3207,"But, the survey suggests there are also some issues where people are not as worried as they should be. For example, most countries hugely underestimate how much of their population is overweight or obese. The worst case is Saudi Arabia, where people think only 28% are, when 71% are. Britons think it is 44%, when it is actually nearly half as much again  62% are either overweight or obese.",0.8
8550,"Menu descriptions were created to meet consumers preference for brand products, and, when they couldnt obtain the ingredients stated on the menu, hotels just used food from different places of origin, Hiroshi Tomozawa, a hotel and restaurant consultant, told Kyodo News.",0.8
6276,"The  rst part of the project is nearly completed and Morocco has bigger international ambitions. We are already involved in transportation lines to cover the full south of Morocco and Mauritania, says Ahmed Baroudi, manager of Societe dInvestissements Energetiques, the national renewable energy investment  rm. But he says the projects effects will go further  even as far as the Middle East.",0.5
2136,"Sometimes, I am shocked by things that people say. You would never talk about another group of people in the way that it seems perfectly normal to talk about wealthy people.",0.1
5308,"Brooks, like Swabey, has clear ambitions to progress. He knows that dealing with disappointments is a big part of that. How does he feel watching football on TV when a referee gets vilified? Erm  not great, he admits. I do sometimes wish people understood the time and effort we put in. It is very easy to criticize a decision but we do everything to try to get these decisions right. In certain situations, you are going to be unpopular but, if you are uncomfortable with that, you are probably in the wrong job.",0.5
9544,"Of course, safety is still a big worry  Singh points out that for a passenger aeroplane to be allowed to  y, it can only have one serious failure every one million hours. Drones, he said, are much less safe. The Reaper drone, for example, has one failure in 10,000 hours, Singh said.",0.1
1005,"One night, a Mexican colleague learnt that the American consul in the port city of Veracruz was being held hostage at gunpoint in his offi ce. With no senior English-speaking reporter in the offi ce, I had to try to reach the consulate by phone. I got the phone number wrong and I was put through to an extension elsewhere in the building. The identity of the person who took my call was unmistakable: I chatted for 15 minutes to the gunman. I didn’t persuade him to put away his gun – but my reputation as a reporter rose overnight.",0.5
9389,"The note will also inlude a quote from the artist  light is therefore colour  and his signature. The signature is from his will, in which he left many of his paintings to Britain.",0.1
5552,"A company from the Netherlands is trying to turn dreams of reaching Mars into reality. The company, Mars One, plans to send four astronauts on a trip to the Red Planet to set up a human colony in 2023. But there are a couple of serious problems.",0.5
3923,"I was strongly against it, says Nils Eggerud. Like many others, he felt they needed the money for other things  for extra carers to look after Rjukans old people, perhaps, or better schools, cycle paths and roads.",0.1
9099,"It matters very much, said Moira Austin of an allergy charity. If a restaurant thinks somebody just doesnt want to eat a food because it makes them feel uncomfortable, the restaurant may be less careful. There have been deaths where people have gone to a restaurant, told the waiter or waitress that they have an allergy to a food and the meal has been given to them containing that food.",0.1
1044,"I had just arrived in the Mexican capital after a Greyhound bus journey all the way from New York and the job interview was a test of my language skills. In my new role, day shifts were spent on the streets in political rallies and nights were spent alone in the offi ce, coordinating the news from areas of fi ghting in El Salvador, Nicaragua, Guatemala and the rest of Central America. But, I also had to report on occasional disasters: fi res, fl oods and explosions at firework factories.",0.5
5920,The site charges a 4% fee for successful campaigns. Entrepreneurs who do not find the amount of money they wanted to find can either pay back all the money or keep all the money but pay a 9% fee.,0.1
169,"One night, a Mexican colleague told me that a gunman was holding the American consul hostage in his offi ce in the port city of Veracruz. There was no senior English-speaking reporter in the offi ce, so they asked me to try to call the consulate. I got the phone number wrong and I was put through to another phone somewhere else in the building. I knew straight away who the person was: I talked for 15 minutes to the gunman. He didnt put away his gun as a result of his conversation with me  but my reputation as a reporter rose instantly.",0.1
6005,"The project makes a serious point. With just four landfills in a city of nearly ten million inhabitants, there are countless illegal dumps. A fifth of the rubbish ends up there, according to the Environment Ministry. Run-off from the waste contaminates Limas main water source, the Rimac river, as well as the Chillon and Lurin rivers, which flow into the Bay of Lima.",0.8
3345,"Emmanuelle Allibert, spokeswoman for publisher JC Latte_s, said taking legal action was crazy. We have never known anything like it. It is very surprising because the novel is not even about Scarlett Johansson. It is about a woman who is Scarlett Johanssons double.",0.1
4764,"He achieved a number 1 single with his 1981 partnership with Queen, Under Pressure, and became increasingly involved with different media. He appeared in the German movie Christiane F (1981) and wrote music for the soundtrack. He had another chart hit with Cat People (Putting Out Fire) from Paul Schraders movie Cat People (1982).",0.5
5524,"In another unusually frank exchange, he aimed biting criticism at the media, especially the Sun, the Daily Mail and the Daily Telegraph, three of the royal familys most ardent supporters in Fleet Street. He said he was particularly annoyed by articles comparing his role as an Apache co-pilot gunner to Spitfire crews waiting to scramble during the second world war. No, its not like that at all, he said.",0.8
736,Intermediate ,0.5
4429,"Spiers believes the development of arti cial intelligence based on machine learning could lead to a new wave of navigational aids, but McKinlay is sceptical. We will see ever-smarter machines which are very, very task speci c,but the big breakthrough will be when they understand what we are thinking and what we want to achieve, he said.",0.5
9216,"UK e-cigarette companies, who were happy with the parliaments vote, said they were already in talks with the Advertising Standards Authority. But they said that it would not be a good idea to ban all advertising.",0.1
4003,"In April, there will be a festival in London, Pestival 2013, where there will be a discussion about the question of eating insects. The festival will include a restaurant by the Nordic Food Lab, the Scandinavian team behind the Danish restaurant Noma, which brought extremely popular insect dishes to Claridges hotel in London in 2013.",0.1
5650,"She is particularly frustrated by the depiction of migrants in the media and by politicians who have never visited the camp, most recently David Cameron, the British prime minister, who in a much criticized speech talked about swarms of people trying to reach the UK.",0.8
2024,"The Mayor, Eberhard van der Laan, says his controversial new 810,000 policy to deal with antisocial behaviour is to protect victims of abuse and homophobia. The camps, where antisocial families will be rehoused for three to six months, have been called scum villages because the policy is similar to proposals from Geert Wilders, the far-right politician, who last year said that repeat offenders should be sent to a village for scum.",0.5
1219,"In my case, being numerically challenged in a foreign tongue followed me from Mexico to other countries and from Spanish to German and Portuguese. But, in that fi rst journalism job, getting the numbers wrong didn’t always add up to failure.",0.8
2665,"Pluto used to be the ninth planet but, since 2006, it has been a dwarf planet. The NASA press conference began with spectacular images of the sun and the eight official planets.",0.1
4625,"Littman says that, when she talks to the people who come for the summer about the food pantries, they are always shocked. They know only the glamorous side of the Hamptons: the big parties and the beaches and mansions.",0.1
8040,"This is just the wrong time for something like this, complains bar-owner William Walker, who hates the anti-smoking law. Forcing people outside the bar to smoke is going to increase the tension thats already there.",0.5
2617,"James Hamblin, senior editor of The Atlantic magazine, recently did an experiment. As partof his series, If Our Bodies Could Talk, Hamblin took on a no-showering challenge to examine the effect of over-cleansing the body. He reduced the number of showers he had and did not use shampoo or soap when he had a shower.",0.5
5861,"Brazil did a census in 2010. Among the 197 million population, 82 million said they were pardu (mixed race), 15 million black, two million Asian and 0.5% indigenous.",0.1
3119,"We could see on our BlackBerry messages where the rioters were going next; TV news would catch up four hours later, said Jean- Pierre Moore, 28. He manages a youth club in Stockwell, south London, an area with some of the highest levels of crime and poverty in Britain. Moore mainly communicates on an iPad now. He does not agree with the idea that a shutdown of BBM would have stopped the looting. The social networking wasnt the reason, he says.",0.5
9549,"Will we soon live in a world where drones deliver packages? If you believe Amazon, the answer is yes. Others are not so sure: we need to make more technical progress in this area but there is also the problem of public safety.",0.5
9100,"The guide says most allergy tests bought on the internet or in shops do not work. They include a test people can use at home, which looks for specific antibodies against different foods in the blood. These antibodies are part of the bodys response to infections but the best medical evidence has shown high antibody levels do not suggest an allergy, the guide says. The test often shows people have an allergy or a food intolerance when this is not true.",0.1
1421,"I had just arrived in the Mexican capital after a Greyhound bus journey all the way from New York and the job interview was a test of my language skills. In my new role, day shifts were spent on the streets in political rallies and nights were spent alone in the offi ce, coordinating the coverage from strifetorn El Salvador, Nicaragua, Guatemala and the rest of Central America. But, I also had to report on occasional disasters: fi res, floods and explosions at firework factories.",0.8
2969,"In Australia, a TV anchorman apologized over his robust no, thanks response to being nominated. Lincoln Humphries had said: Instead of pouring fresh water over your own head and wasting ice, here is a list of charities helping communities in desperate need of money across the world. Id like to nominate everyone, everywhere, who has more than they need, to donate what they can to the people who need it most  because that is what charity is about, not putting yourself through mild discomfort with a bucket of icy water.",0.8
2335,"This is shocking but these studies do not talk about loneliness in younger adults. In 2010, a Mental Health Foundation survey found that loneliness was a bigger worry for young people than for the elderly. The 18- to 34-year-olds in the survey felt lonely more often, worried more about feeling alone and felt more depressed because of loneliness than people over 55.",0.1
2999,"He said that being part of the public debate about future missions has been one of the most interesting and enjoyable aspects of his involvement with Mars One. He went on to say that, If a one-way mission to Mars ever became possible, I would always volunteer. For an astrophysicist, that is not a difficult decision to make. But he does not think there will be a one-way mission in his lifetime.",0.5
1253,"Some experts believe there is a link between dyscalculia – the diffi culty in comprehending arithmetic – and problems learning foreign languages, particularly if languages are learnt by rote, since this involves the sequential processes that students with dyscalculia struggle with. But, some students who struggle to learn languages with a grammar textbook may thrive in a foreign-language setting, where learning is more natural and less reliant on sequences of adjectives, prepositions and so on. In my case, I have always found languages easy enough, apart from the numbers.",0.8
360,"I got a degree in Spanish and this helped me get my fi rst job as a journalist, with an international press agency in Mexico City. But, the degree didnt stop me from making mistakes.",0.1
1483,"A degree in Spanish got me my fi rst job as a journalist, with an international press agency in Mexico City, but it didn’t prevent me blundering badly as a rookie reporter.",0.8
8293,"German-speaking cities dominate the rankings in the 18th Mercer Quality of Life study, with Vienna joined by Zurich, Munich, Dusseldorf and Frankfurt in the top seven.",0.5
3283,"The decision to ban coca chewing was based on 11 a 1950 report produced by the UN Commission of Inquiry on the Coca Leaf, which proponents of drug liberalization say was not based on supporting evidence. In an interview in 1949, the head of the Commission, Howard B Fonda, signalled his opposition to the chewing of coca leaves before his inquiry had begun. Fonda told an interviewer: We believe that the daily, inveterate use of coca leaves by chewing  is not only thoroughly noxious and therefore detrimental, but is also the cause of racial degeneration in many centres of population, and of the decadence that visibly shows in numerous Indians  Our studies will confirm the certainty of our assertions and we hope we can present a rational plan of action  to attain the absolute and sure abolition of this pernicious habit.",0.8
5628,"Jenny Flahaut, 33, who works at a childrens home, volunteered after seeing an advertisement on Facebook. I saw these people in Calais every day and I wanted to do something for them, she said.",0.5
2593,"Im not saying its a peace-and-love story  coexistence often means conflict  but its important to manage that conflict and resolve the problems it causes. Wolves can be difficult neighbours, said Chapron. We shouldnt be talking about people-predator conflict; we have conflict between people about predators. These animals are symbolic of difficult questions about how we should use the land.",0.5
5274,"Thousands of tigers once roamed the forests in Bangladesh, India and Nepal. But their numbers have dropped to about 3,000, a 95% drop over a century. Chitwan National Park in central Nepal has the highest number of adult tigers, with 120, followed by Bardiya National Park (50) and Shukla Phanta Wildlife Reserve (17).",0.5
3114,"Six years later, in the summer of 2011, when there were riots in London and other UK cities, BlackBerry Messenger (BBM) was so effective at mobilizing the rioters that politicians wanted the service to be temporarily shut down. But, two years later, it is the users themselves who are pulling the plug.",0.5
1615,"In my case, being numerically challenged in a foreign tongue followed me from Mexico to other countries and from Spanish to German and Portuguese. But, in that fi rst journalism job, getting the numbers wrong didn’t always add up to failure.",0.8
1536,Advanced,0.8
6316,"Haggerty went with a friend to a 24-hour Sainsburys supermarket in north-east London. She hoped to buy a bargain flat-screen TV. But so many people pushed in the queue that we didnt have a chance, she said. The poor woman who was second in the queue was pushed out by a crowd of youths. She didnt get anything. People were behaving like animals  it was horrible, she said. I only saw two security guards.",0.1
9377,"He was chasing five different records: the first human to ever break the sound barrier in free-fall; the highest free-fall altitude jump; the highest manned balloon flight; the longest free-fall; and his jump platform is believed to be the largest manned balloon in history. The stunt, which was seven years in the planning and sponsored by Red Bull drinks, beat two of Kittingers records: the retired US air force colonel previously held the high altitude and speed records for parachuting. Kittinger jumped from a balloon 19 miles above the planet in 1960. Suitably, the only voice in Baumgartners radio earpiece guiding his ascent was that of Kittinger, now 84.",0.8
4071,"But, unlike in real life, on Facebook, all your friends have the same importance. A classmate from university who you havent seen for 15 years, a friend-of-a-friend from a party or a colleague youve never actually spoken to in person  they are all Facebook friends in the same way as your closest friend or your spouse or your mum.",0.5
9249,Figures show smoking levels in England are at their lowest since records began  19.5 per cent  but we are determined to further reduce rates of smoking and believe this important step will help.,0.8
7333,"East Africa can expect to experience increased short rains, while west Africa should expect heavier monsoons. Burma, Bangladesh and India can expect stronger cyclones; elsewhere in southern Asia, heavier summer rains are anticipated. Indonesia may receive less rainfall between July and October, but the coastal regions around the South China Sea and Gulf of Thailand can expect increased rainfall extremes when cyclones hit land.",0.8
6212,"Also, it is not just prison that can rehabilitate  it is often a combined process, involving probation and greater society. We can give education and training, but, when they leave prison, these people need housing and jobs.",0.8
766,"It was as a reporter that I soon found out that I was as bad at understanding numbers in Spanish as I was at calculating them in English. Once, when I meant to call the police, I got a Mexican grandmother out of bed at 2am because I had misunderstood a number and dialled a wrong digit. Even worse, there were too many victims in my stories – almost 83 dead in a fi re at 6pm turned out to be as few as 38 by 7pm; 12 people injured in a coach crash soon became two and so it went on. Finally, I got a call from the main offi ce in Washington. “I don’t know what training you have had,” an editor shouted, “but has no one ever told you a death toll can’t go down?!”",0.5
3054,"Caroline Wozniacki said: I put the water bottle down on the court and it started melting a little bit. So, you know it was warm.",0.1
2929,"In a rooftop comparison of the device in Stanford, California, scientists found that, while a surface painted black reached 60C more than ambient temperature in sunlight and bare aluminium reached 40C more, the mirror was up to 5C cooler than the surrounding air temperature.",0.8
6852,"The Commission rejected ACEAs draft regulation. The new regulation will now probably be introduced in September. By 2017, the first real-world car emissions tests should begin. Countries around the world will watch the introduction of the EUs new emissions tests carefully.",0.1
7177,"But at the real Downton Abbey, Highclere Castle  a stately home owned by George Geordie Herbert, 8th Earl of Carnarvon  the financial outlook has rarely been brighter. According to Lady Fiona Carnarvon, the huge global success of Downton has funded a rolling programme of building repairs aimed at safeguarding Highclere for the next generation.",0.8
4312,"Electric bikes are different from motorcycles or mopeds, which use motors; you pedal an electric bike with  or without  help from an electric motor. Riding an e-bike feels like riding a normal bike with a strong wind behind you; the motor just helps you go faster or climb hills. You can usually ride e-bicycles on bike lanes and they cant travel faster than 20mph.",0.1
7874,"First-team coach Ren Meulensteen told everyone how Ferguson told his staff the news. I found out this morning when I came to the club, he said. He asked us to go into his office and told us his decision. Im sure he thought hard about it. I wish him well for the future. Hes been fantastic for this club and I hope all the fans give the new manager the same support.",0.1
5066,What are the experimenters really interested in? Perhaps this is a case where curiosity killed the cat.,0.8
3786,Stocking said that world leaders should agree to reduce inequality to the levels seen in 1990.,0.1
8500,The menu scandal has come at the wrong time. Japan is trying to persuade South Korea and other countries to start to buy Japanese food again after the Fukushima nuclear accident.,0.1
